Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8,Q17_Part_1,Q17_Part_2,Q17_Part_3,Q17_Part_4,Q17_Part_5,Q17_Part_6,Q17_Part_7,Q17_Part_8,Q17_Part_9,Q17_Part_10,Q17_Part_11,Q17_OTHER,Q24,lower,higher
India,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,,,,,,
Other,Master’s degree,Currently not employed,3-5 years,,,,,,,Javascript,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,C,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,,,
United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,,,SQL,,C++,,Javascript,,,,,,,Python,,,,,,,,,,,,,125000-149999,125000.0,149999.0
India,Some college/university study without earning a bachelor’s degree,Currently not employed,3-5 years,Python,,,C,,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Brazil,Bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,Javascript,,,,,,,Python,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,,,
India,Professional degree,Business Analyst,< 1 years,,R,,,,,,,,,,,,R,Linear or Logistic Regression,,,,,,,,,,,,10000-14999,10000.0,14999.0
Japan,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,Master’s degree,Software Engineer,1-2 years,Python,,,,,,,,,,MATLAB,,Other,Python,,,,,,,,,,,,,,,
France,Professional degree,Software Engineer,5-10 years,Python,,,C,C++,Java,,,,Bash,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,50000-59999,50000.0,59999.0
Japan,Master’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
India,Bachelor’s degree,Student,5-10 years,Python,,,C,C++,Java,Javascript,Julia,,Bash,,,,Python,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,,,
Other,Master’s degree,Data Engineer,10-20 years,Python,,SQL,,,Java,,,,Bash,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,60000-69999,60000.0,69999.0
Canada,Master’s degree,Business Analyst,< 1 years,,,SQL,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,Javascript,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,,,
Colombia,Master’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,10000-14999,10000.0,14999.0
Spain,Master’s degree,Business Analyst,20+ years,Python,R,SQL,,,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,100000-124999,100000.0,124999.0
"Iran, Islamic Republic of...",Master’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Master’s degree,Software Engineer,20+ years,Python,R,SQL,,,,Javascript,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,50000-59999,50000.0,59999.0
Japan,Master’s degree,Data Engineer,3-5 years,Python,R,SQL,,,,Javascript,,,Bash,,,,Python,,,,,,,,,,,,,,,
Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,5-10 years,Python,,SQL,,,,Javascript,,,Bash,,,,SQL,,,,,,,,,,,,,40000-49999,40000.0,49999.0
United States of America,Master’s degree,Data Analyst,< 1 years,,,SQL,,,,,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,70000-79999,70000.0,79999.0
Other,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Master’s degree,Student,1-2 years,Python,,SQL,C,,,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
Romania,Master’s degree,Software Engineer,5-10 years,,,,,,,,Julia,,,,,,Julia,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,30000-39999,30000.0,39999.0
United States of America,Master’s degree,Software Engineer,5-10 years,Python,,SQL,,,Java,,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,70000-79999,70000.0,79999.0
"Iran, Islamic Republic of...",Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,C++,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Israel,Bachelor’s degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,Bash,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,Other,125000-149999,125000.0,149999.0
Chile,Bachelor’s degree,Currently not employed,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,Bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,50000-59999,50000.0,59999.0
Brazil,Bachelor’s degree,Data Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,15000-19999,15000.0,19999.0
India,Bachelor’s degree,Student,1-2 years,Python,,,,,Java,,,,,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Other,I prefer not to answer,Machine Learning Engineer,20+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,I prefer not to answer,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,SQL,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,20000-24999,20000.0,24999.0
Spain,Master’s degree,Currently not employed,3-5 years,Python,R,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
Canada,Master’s degree,Student,5-10 years,,R,,C,,Java,,,,Bash,,,,Python,Linear or Logistic Regression,,,Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Ukraine,Professional degree,Product/Project Manager,3-5 years,Python,R,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Ukraine,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,MATLAB,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,,,
India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,,,,7500-9999,7500.0,9999.0
Germany,Bachelor’s degree,Student,3-5 years,Python,,,,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
Mexico,Master’s degree,Data Scientist,20+ years,,,,,,,,,,,,None,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,Other,50000-59999,50000.0,59999.0
United States of America,Bachelor’s degree,Student,1-2 years,,R,,,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,,,,,,,,,
South Korea,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,30000-39999,30000.0,39999.0
Other,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
Indonesia,Bachelor’s degree,Student,< 1 years,Python,R,,,C++,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
Romania,Bachelor’s degree,Data Engineer,20+ years,Python,,SQL,,,,,,,Bash,,,,Python,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,,,,,20000-24999,20000.0,24999.0
Japan,Bachelor’s degree,Research Scientist,5-10 years,Python,R,SQL,C,,,Javascript,Julia,,Bash,,,Other,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,5000-7499,5000.0,7499.0
India,I prefer not to answer,Other,1-2 years,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,
Nigeria,Master’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,,,,,,,,,
India,Master’s degree,Student,1-2 years,Python,R,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,MATLAB,,,Python,,,,,,,Convolutional Neural Networks,,,,,,,,
India,Master’s degree,Student,1-2 years,Python,R,SQL,,,,,Julia,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,"Transformer Networks (BERT, gpt-3, etc)",,,,,
United States of America,Bachelor’s degree,Business Analyst,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,100000-124999,100000.0,124999.0
Kenya,Bachelor’s degree,Data Scientist,< 1 years,Python,R,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,,,
India,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,Java,,,,,,,,Python,Linear or Logistic Regression,,,,,,,,,,,,,,
India,Professional degree,Software Engineer,3-5 years,Python,,SQL,C,,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,5000-7499,5000.0,7499.0
Portugal,Bachelor’s degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,MATLAB,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,,,
Germany,Master’s degree,Other,5-10 years,Python,,SQL,,,,Javascript,,,Bash,,,,Python,,,,,,,,,,,,,80000-89999,80000.0,89999.0
Brazil,Master’s degree,Data Scientist,20+ years,Python,R,,C,,,,,,,,,,R,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,,,,,,,,5000-7499,5000.0,7499.0
India,Master’s degree,Data Engineer,5-10 years,Python,,SQL,,,,,,,Bash,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,"Transformer Networks (BERT, gpt-3, etc)",,,15000-19999,15000.0,19999.0
United States of America,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,200000-249999,200000.0,249999.0
Morocco,Master’s degree,Other,10-20 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,7500-9999,7500.0,9999.0
Malaysia,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,None,,,,
Russia,I prefer not to answer,Currently not employed,1-2 years,Python,,,C,,,,,,,,,,C,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,,,,,,,
Other,Master’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,,,
India,Bachelor’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,,,
India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python,,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,5000-7499,5000.0,7499.0
India,Master’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
Greece,Master’s degree,Data Scientist,1-2 years,Python,R,,,,,,,,,,,,Python,,Decision Trees or Random Forests,,,,,,,,,,,15000-19999,15000.0,19999.0
India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,Evolutionary Approaches,,Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,,,,,,
Germany,Doctoral degree,Research Scientist,10-20 years,Python,,,,,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,30000-39999,30000.0,39999.0
Republic of Korea,Master’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,50000-59999,50000.0,59999.0
France,Professional degree,Currently not employed,20+ years,Python,R,SQL,C,C++,,Javascript,,,Bash,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,,,
India,Bachelor’s degree,Currently not employed,5-10 years,Python,,,C,C++,Java,,,,,,,,Python,,,,,,,,,,,,,,,
Philippines,Bachelor’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,10000-14999,10000.0,14999.0
India,Master’s degree,Student,< 1 years,Python,,,C,C++,Java,,,,,,,,C,,,,,,,,,,,,,,,
United States of America,Master’s degree,Software Engineer,20+ years,Python,R,,,,,,,,Bash,,,,R,Linear or Logistic Regression,,,,,,,,,,,,100000-124999,100000.0,124999.0
Bangladesh,Bachelor’s degree,Currently not employed,3-5 years,Python,,SQL,C,C++,,,,,,,,,Python,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
France,Master’s degree,Data Analyst,1-2 years,,,SQL,,,,,,,,,,,SQL,,,,,,,,,,,None,,40000-49999,40000.0,49999.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,10-20 years,Python,,,,,,,,,,,,,Python,,,,,,,,,,,,,70000-79999,70000.0,79999.0
Nigeria,Bachelor’s degree,Student,1-2 years,Python,,,,,,Javascript,,,,,,,Python,,,,,,,,,,,None,,,,
Russia,Master’s degree,Product/Project Manager,5-10 years,Python,,SQL,,C++,,,,,,,,Other,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,,,,25000-29999,25000.0,29999.0
Other,Master’s degree,Data Scientist,1-2 years,Python,,SQL,,,,,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,,,
Malaysia,Doctoral degree,Research Scientist,10-20 years,Python,,,C,C++,Java,Javascript,,,,MATLAB,,Other,Python,,,,,,,,,,,,,,,
Spain,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,,,
United States of America,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,SQL,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,80000-89999,80000.0,89999.0
Russia,Doctoral degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,7500-9999,7500.0,9999.0
Tunisia,Bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,C,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,,,
India,Bachelor’s degree,Student,3-5 years,Python,,,,C++,,Javascript,,,,,,,Python,,,,,,,,,,,,,,,
United States of America,Master’s degree,Currently not employed,5-10 years,Python,,,,,,,,,,,,,Python,,,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,,,
Kenya,Bachelor’s degree,Software Engineer,< 1 years,Python,,SQL,,C++,,Javascript,,,,,,,SQL,,,,,,,,,,,,,,,
Other,Master’s degree,Currently not employed,1-2 years,,R,,,,,,,,,,,,R,Linear or Logistic Regression,,,,,,,,,,,,,,
Romania,Bachelor’s degree,Machine Learning Engineer,5-10 years,Python,,,C,,Java,,,,,,,,Python,,,,,,,,,,,,Other,40000-49999,40000.0,49999.0
Switzerland,Doctoral degree,Research Scientist,10-20 years,Python,,SQL,,C++,,,,,Bash,MATLAB,,,Python,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",,Generative Adversarial Networks,Recurrent Neural Networks,,,,60000-69999,60000.0,69999.0
India,Bachelor’s degree,Software Engineer,3-5 years,Python,,,C,,Java,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,5000-7499,5000.0,7499.0
Spain,No formal education past high school,Student,1-2 years,,,,,C++,,,,,,,,,Python,,,,,,,,,,,,,,,
India,Bachelor’s degree,Student,1-2 years,,,,,,,,,,,,None,,Python,,,,,,,,,,,,,,,
Germany,Doctoral degree,Student,1-2 years,Python,,SQL,,C++,,,,,,,,,C++,,,,,,,,,,,,,,,
India,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,C++,Java,Javascript,,,,MATLAB,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,,,
Portugal,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,30000-39999,30000.0,39999.0
