Q3,Q4,Q5,Q6,prog_lang,selected_lang
Australia,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
Colombia,Master’s degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
India,Doctoral degree,Machine Learning Engineer,< 1 years,Q7_Part_11,MATLAB
Tunisia,Doctoral degree,Student,1-2 years,Q7_Part_11,MATLAB
Spain,Master’s degree,Currently not employed,5-10 years,Q7_Part_11,MATLAB
Pakistan,Master’s degree,Data Scientist,1-2 years,Q7_Part_11,MATLAB
Japan,Bachelor’s degree,Other,20+ years,Q7_Part_11,MATLAB
Saudi Arabia,Doctoral degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Ukraine,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Italy,Master’s degree,Software Engineer,10-20 years,Q7_Part_11,MATLAB
Other,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Taiwan,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
South Korea,Doctoral degree,Student,3-5 years,Q7_Part_11,MATLAB
Brazil,Professional degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Morocco,Doctoral degree,Research Scientist,1-2 years,Q7_Part_11,MATLAB
Germany,Doctoral degree,Data Analyst,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,5-10 years,Q7_Part_11,MATLAB
Taiwan,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
France,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
Peru,Bachelor’s degree,Business Analyst,1-2 years,Q7_Part_11,MATLAB
China,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
China,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Australia,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
Portugal,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Kenya,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Netherlands,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Doctoral degree,Machine Learning Engineer,1-2 years,Q7_Part_11,MATLAB
Russia,Professional degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
Turkey,Doctoral degree,Machine Learning Engineer,5-10 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Analyst,20+ years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Ukraine,Doctoral degree,Data Analyst,20+ years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_11,MATLAB
Mexico,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Pakistan,Master’s degree,Software Engineer,3-5 years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Scientist,20+ years,Q7_Part_11,MATLAB
Canada,Master’s degree,Data Engineer,3-5 years,Q7_Part_11,MATLAB
Other,Doctoral degree,Student,< 1 years,Q7_Part_11,MATLAB
South Korea,I prefer not to answer,Machine Learning Engineer,< 1 years,Q7_Part_11,MATLAB
Other,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Other,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
Netherlands,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Ireland,Bachelor’s degree,Product/Project Manager,1-2 years,Q7_Part_11,MATLAB
Belgium,Master’s degree,Student,5-10 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Data Analyst,3-5 years,Q7_Part_11,MATLAB
Other,Master’s degree,Business Analyst,1-2 years,Q7_Part_11,MATLAB
Thailand,Doctoral degree,Statistician,1-2 years,Q7_Part_11,MATLAB
Sri Lanka,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Japan,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
Israel,Master’s degree,Data Scientist,10-20 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Other,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Software Engineer,10-20 years,Q7_Part_11,MATLAB
India,Doctoral degree,Other,3-5 years,Q7_Part_11,MATLAB
Other,Doctoral degree,Currently not employed,10-20 years,Q7_Part_11,MATLAB
Japan,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Republic of Korea,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Russia,Master’s degree,Other,1-2 years,Q7_Part_11,MATLAB
Taiwan,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Japan,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
South Korea,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Turkey,Doctoral degree,Student,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Sri Lanka,Bachelor’s degree,Software Engineer,1-2 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Analyst,3-5 years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Professional degree,Product/Project Manager,5-10 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Currently not employed,20+ years,Q7_Part_11,MATLAB
Nepal,Master’s degree,Data Scientist,10-20 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Analyst,5-10 years,Q7_Part_11,MATLAB
Other,Master’s degree,Software Engineer,20+ years,Q7_Part_11,MATLAB
Saudi Arabia,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Egypt,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_11,MATLAB
Chile,Bachelor’s degree,Product/Project Manager,5-10 years,Q7_Part_11,MATLAB
Tunisia,Doctoral degree,Other,3-5 years,Q7_Part_11,MATLAB
Germany,Doctoral degree,Statistician,20+ years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,5-10 years,Q7_Part_11,MATLAB
Germany,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Sri Lanka,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Netherlands,Master’s degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Machine Learning Engineer,< 1 years,Q7_Part_11,MATLAB
Other,Doctoral degree,Machine Learning Engineer,3-5 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Israel,Master’s degree,Data Scientist,5-10 years,Q7_Part_11,MATLAB
Egypt,Master’s degree,Machine Learning Engineer,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Data Scientist,10-20 years,Q7_Part_11,MATLAB
Morocco,Doctoral degree,Research Scientist,1-2 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Scientist,1-2 years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Portugal,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
Other,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Machine Learning Engineer,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,5-10 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
Brazil,Doctoral degree,Other,10-20 years,Q7_Part_11,MATLAB
Pakistan,Doctoral degree,Machine Learning Engineer,5-10 years,Q7_Part_11,MATLAB
Bangladesh,Bachelor’s degree,Student,5-10 years,Q7_Part_11,MATLAB
India,No formal education past high school,Student,1-2 years,Q7_Part_11,MATLAB
Other,Professional degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Viet Nam,Bachelor’s degree,Machine Learning Engineer,< 1 years,Q7_Part_11,MATLAB
Russia,Doctoral degree,Business Analyst,10-20 years,Q7_Part_11,MATLAB
Belgium,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Argentina,Master’s degree,Other,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Data Analyst,1-2 years,Q7_Part_11,MATLAB
China,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,1-2 years,Q7_Part_11,MATLAB
Canada,Doctoral degree,Data Engineer,5-10 years,Q7_Part_11,MATLAB
Other,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Chile,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
India,Master’s degree,Software Engineer,5-10 years,Q7_Part_11,MATLAB
Nigeria,Master’s degree,Currently not employed,3-5 years,Q7_Part_11,MATLAB
Morocco,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
Australia,Master’s degree,Software Engineer,10-20 years,Q7_Part_11,MATLAB
Thailand,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_11,MATLAB
Chile,Doctoral degree,Student,3-5 years,Q7_Part_11,MATLAB
Germany,Master’s degree,Software Engineer,20+ years,Q7_Part_11,MATLAB
United Arab Emirates,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Product/Project Manager,3-5 years,Q7_Part_11,MATLAB
Turkey,Doctoral degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Data Analyst,1-2 years,Q7_Part_11,MATLAB
Nigeria,Doctoral degree,Currently not employed,1-2 years,Q7_Part_11,MATLAB
Bangladesh,Bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Taiwan,Bachelor’s degree,Currently not employed,1-2 years,Q7_Part_11,MATLAB
Germany,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Other,< 1 years,Q7_Part_11,MATLAB
Taiwan,I prefer not to answer,Student,3-5 years,Q7_Part_11,MATLAB
France,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Mexico,Professional degree,Business Analyst,5-10 years,Q7_Part_11,MATLAB
United States of America,Bachelor’s degree,Currently not employed,20+ years,Q7_Part_11,MATLAB
Turkey,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
United States of America,Bachelor’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Turkey,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Japan,Master’s degree,Business Analyst,1-2 years,Q7_Part_11,MATLAB
Turkey,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Machine Learning Engineer,20+ years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Canada,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Tunisia,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
Other,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
Turkey,Some college/university study without earning a bachelor’s degree,Statistician,< 1 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_11,MATLAB
Morocco,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Doctoral degree,Other,10-20 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Currently not employed,3-5 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,5-10 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,5-10 years,Q7_Part_11,MATLAB
Peru,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
Other,Bachelor’s degree,Data Engineer,3-5 years,Q7_Part_11,MATLAB
Taiwan,I prefer not to answer,Data Analyst,1-2 years,Q7_Part_11,MATLAB
Taiwan,Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Japan,Bachelor’s degree,Business Analyst,3-5 years,Q7_Part_11,MATLAB
Italy,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Professional degree,Product/Project Manager,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
India,Doctoral degree,Student,5-10 years,Q7_Part_11,MATLAB
Germany,I prefer not to answer,Data Scientist,5-10 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Malaysia,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
Brazil,Doctoral degree,Research Scientist,20+ years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
Colombia,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
Israel,Bachelor’s degree,Software Engineer,20+ years,Q7_Part_11,MATLAB
Spain,Master’s degree,Data Scientist,10-20 years,Q7_Part_11,MATLAB
Philippines,Bachelor’s degree,Data Analyst,< 1 years,Q7_Part_11,MATLAB
Spain,Professional degree,Product/Project Manager,< 1 years,Q7_Part_11,MATLAB
Taiwan,Master’s degree,Student,10-20 years,Q7_Part_11,MATLAB
Indonesia,Bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_11,MATLAB
Italy,Master’s degree,Data Analyst,< 1 years,Q7_Part_11,MATLAB
Brazil,Master’s degree,Data Analyst,3-5 years,Q7_Part_11,MATLAB
Other,Master’s degree,Software Engineer,3-5 years,Q7_Part_11,MATLAB
Other,Master’s degree,Statistician,5-10 years,Q7_Part_11,MATLAB
Germany,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Brazil,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_11,MATLAB
Other,Doctoral degree,Data Scientist,1-2 years,Q7_Part_11,MATLAB
Other,Master’s degree,Software Engineer,10-20 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Greece,Master’s degree,Statistician,3-5 years,Q7_Part_11,MATLAB
France,Master’s degree,Data Engineer,< 1 years,Q7_Part_11,MATLAB
India,Master’s degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Other,3-5 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Germany,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
Brazil,Bachelor’s degree,Business Analyst,< 1 years,Q7_Part_11,MATLAB
Japan,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Turkey,Bachelor’s degree,Currently not employed,3-5 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,20+ years,Q7_Part_11,MATLAB
India,Master’s degree,Data Scientist,3-5 years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Machine Learning Engineer,3-5 years,Q7_Part_11,MATLAB
Belgium,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Statistician,1-2 years,Q7_Part_11,MATLAB
India,Doctoral degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
Germany,Master’s degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
Egypt,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Data Scientist,1-2 years,Q7_Part_11,MATLAB
Other,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Tunisia,Professional degree,Software Engineer,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
China,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Other,20+ years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Some college/university study without earning a bachelor’s degree,Student,5-10 years,Q7_Part_11,MATLAB
Morocco,Doctoral degree,Data Analyst,3-5 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Student,1-2 years,Q7_Part_11,MATLAB
Egypt,Bachelor’s degree,Data Analyst,< 1 years,Q7_Part_11,MATLAB
Other,Master’s degree,Machine Learning Engineer,1-2 years,Q7_Part_11,MATLAB
Other,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
Other,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Italy,Master’s degree,Product/Project Manager,5-10 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Machine Learning Engineer,5-10 years,Q7_Part_11,MATLAB
India,Doctoral degree,Other,10-20 years,Q7_Part_11,MATLAB
India,Bachelor’s degree,Data Analyst,1-2 years,Q7_Part_11,MATLAB
United States of America,Doctoral degree,Currently not employed,1-2 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,< 1 years,Q7_Part_11,MATLAB
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20+ years,Q7_Part_11,MATLAB
Spain,Doctoral degree,Statistician,3-5 years,Q7_Part_11,MATLAB
Canada,Professional degree,Research Scientist,5-10 years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
India,Doctoral degree,Currently not employed,5-10 years,Q7_Part_11,MATLAB
United States of America,Bachelor’s degree,Software Engineer,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Master’s degree,Data Scientist,1-2 years,Q7_Part_11,MATLAB
India,Doctoral degree,Student,< 1 years,Q7_Part_11,MATLAB
Germany,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
"Iran, Islamic Republic of...",Doctoral degree,Currently not employed,< 1 years,Q7_Part_11,MATLAB
United States of America,Master’s degree,Student,3-5 years,Q7_Part_11,MATLAB
Spain,Master’s degree,Research Scientist,3-5 years,Q7_Part_11,MATLAB
United States of America,Bachelor’s degree,Student,3-5 years,Q7_Part_11,MATLAB
India,Doctoral degree,Student,10-20 years,Q7_Part_11,MATLAB
India,Master’s degree,Software Engineer,5-10 years,Q7_Part_11,MATLAB
Peru,Doctoral degree,Research Scientist,10-20 years,Q7_Part_11,MATLAB
Canada,Master’s degree,Student,1-2 years,Q7_Part_11,MATLAB
India,Doctoral degree,Other,3-5 years,Q7_Part_11,MATLAB
